OBJECTID,SubmitterOrganization,SubmitterPerson,Collector,InstitutionCode,CollectionCode,CatalogNumber,BasisOfRecord,Source,Family,Genus,ScientificName,Species,IdentifiedBy,IdentificationMethod,VerbatimCollectingDate,TimeCollected,Country,StateProvince,County,Locality,EarliestDateCollected,LatestDateCollected,DecimalLongitude,DecimalLatitude,CoordinateUncertaintyInMeters,VerbatimCoordinates,IndividualCount,Sex,LifeStage,Remarks,HabitatType,CollectingMethod,VerbatimHostName,HostScientificName,HostCommonName,HostIndividualCount,HostCountInfested,AssociatedParasite,NumberSpecimensParasiteTested,IdentificationMethodForParasite,NumberParasitePositive,ParasiteTestedBy,EarliestYearCollected,x,y
319189,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"tc, gk, ash",USAMRD-G,211029-1725.11,Tick 21-09 10,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,10/29/2021,1725,Georgia, , ,Kaspi; Kavtiskhevi,,10/29/2021 12:00:00 AM,44.474207,41.849207,31,"41.84920743, 44.47420699",5,Female,Adult,Tick Drag; Field - Grazed,Vegetation,Dragging, , , , , , ,0, , , ,2021,44.474207,41.849207
319190,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"tc, gk, ash",USAMRD-G,211029-1725.12,Tick 21-09 11,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,10/29/2021,1725,Georgia, , ,Kaspi; Kavtiskhevi,,10/29/2021 12:00:00 AM,44.474207,41.849207,31,"41.84920743, 44.47420699",5,Female,Adult,Tick Drag; Field - Grazed,Vegetation,Dragging, , , , , , ,0, , , ,2021,44.474207,41.849207
319191,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"tc, gk, ash",USAMRD-G,211029-1725.13,Tick 21-09 12,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,10/29/2021,1725,Georgia, , ,Kaspi; Kavtiskhevi,,10/29/2021 12:00:00 AM,44.474207,41.849207,31,"41.84920743, 44.47420699",5,Female,Adult,Tick Drag; Field - Grazed,Vegetation,Dragging, , , , , , ,0, , , ,2021,44.474207,41.849207
319192,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"tc, gk, ash",USAMRD-G,211029-1725.14,Tick 21-09 13,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,10/29/2021,1725,Georgia, , ,Kaspi; Kavtiskhevi,,10/29/2021 12:00:00 AM,44.474207,41.849207,31,"41.84920743, 44.47420699",5,Female,Adult,Tick Drag; Field - Grazed,Vegetation,Dragging, , , , , , ,0, , , ,2021,44.474207,41.849207
319193,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"tc, gk, ash",USAMRD-G,211029-1725.15,Tick 21-09 14,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,10/29/2021,1725,Georgia, , ,Kaspi; Kavtiskhevi,,10/29/2021 12:00:00 AM,44.474207,41.849207,31,"41.84920743, 44.47420699",5,Female,Adult,Tick Drag; Field - Grazed,Vegetation,Dragging, , , , , , ,0, , , ,2021,44.474207,41.849207
319194,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.01,Tick 21-06 49,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",3,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319195,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.02,Tick 21-06 50,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",4,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319196,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.03,Tick 21-06 51,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",4,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319197,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.04,Tick 21-06 52,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319198,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.05,Tick 21-06 53,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",2,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319199,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.06,Tick 21-06 54,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1, ,Nymph,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319200,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.07,Tick 21-06 55,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",3, ,Larva,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319201,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.08,Tick 21-06 56,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319202,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.09,Tick 21-06 57,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319203,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.10,Tick 21-06 58,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319204,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.11,Tick 21-06 59,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319205,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB",USAMRD-G,211102-1113.12,Tick 21-06 60,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis parva,parva,DRW, ,11/2/2021,1113,Georgia, , ,Tbilisi; Bochora,,11/2/2021 12:00:00 AM,45.135992,41.904882,31,"41.90488156, 45.13599189",1, ,Nymph,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.135992,41.904882
319206,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB,KG",USAMRD-G,211102-1142.01,Tick 21-06 61,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1142,Georgia, , ,Tbilisi; Mkudro,,11/2/2021 12:00:00 AM,45.084045,41.931116,31,"41.9311159, 45.08404466",4,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0840450000001,41.9311160000001
319207,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB,KG",USAMRD-G,211102-1142.02,Tick 21-06 62,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1142,Georgia, , ,Tbilisi; Mkudro,,11/2/2021 12:00:00 AM,45.084045,41.931116,31,"41.9311159, 45.08404466",2,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0840450000001,41.9311160000001
319208,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB,KG",USAMRD-G,211102-1142.03,Tick 21-06 63,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1142,Georgia, , ,Tbilisi; Mkudro,,11/2/2021 12:00:00 AM,45.084045,41.931116,31,"41.9311159, 45.08404466",4,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0840450000001,41.9311160000001
319209,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB,KG",USAMRD-G,211102-1142.04,Tick 21-06 64,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1142,Georgia, , ,Tbilisi; Mkudro,,11/2/2021 12:00:00 AM,45.084045,41.931116,31,"41.9311159, 45.08404466",3,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0840450000001,41.9311160000001
319210,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW,AB,KG",USAMRD-G,211102-1142.05,Tick 21-06 65,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1142,Georgia, , ,Tbilisi; Mkudro,,11/2/2021 12:00:00 AM,45.084045,41.931116,31,"41.9311159, 45.08404466",3,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0840450000001,41.9311160000001
319211,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW, AB, KG",USAMRD-G,211102-1203.01,Tick 21-06 66,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,11/2/2021,1203,Georgia, , ,Tbilisi; Badaani,,11/2/2021 12:00:00 AM,45.054271,41.941431,31,"41.94143119, 45.05427108",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0542710000001,41.9414310000001
319212,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW, AB, KG",USAMRD-G,211102-1203.02,Tick 21-06 67,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1203,Georgia, , ,Tbilisi; Badaani,,11/2/2021 12:00:00 AM,45.054271,41.941431,31,"41.94143119, 45.05427108",2,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0542710000001,41.9414310000001
319213,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW, AB, KG",USAMRD-G,211102-1203.03,Tick 21-06 68,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1203,Georgia, , ,Tbilisi; Badaani,,11/2/2021 12:00:00 AM,45.054271,41.941431,31,"41.94143119, 45.05427108",1,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0542710000001,41.9414310000001
319214,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW, AB, KG",USAMRD-G,211102-1203.04,Tick 21-06 69,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1203,Georgia, , ,Tbilisi; Badaani,,11/2/2021 12:00:00 AM,45.054271,41.941431,31,"41.94143119, 45.05427108",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0542710000001,41.9414310000001
319215,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,DRW, AB, KG",USAMRD-G,211102-1203.05,Tick 21-06 70,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1203,Georgia, , ,Tbilisi; Badaani,,11/2/2021 12:00:00 AM,45.054271,41.941431,31,"41.94143119, 45.05427108",1,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge, Roadside",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0542710000001,41.9414310000001
319216,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,DRW,USAMRD-G,211102-1247.01,Tick 21-06 71,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1247,Georgia, , ,Tbilisi; Zurabebi,,11/2/2021 12:00:00 AM,45.002969,41.960567,31,"41.96056711, 45.00296926",1,Female,Adult,"Tick Drag; Forest edge, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0029690000001,41.9605670000001
319217,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,DRW,USAMRD-G,211102-1247.02,Tick 21-06 72,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1247,Georgia, , ,Tbilisi; Zurabebi,,11/2/2021 12:00:00 AM,45.002969,41.960567,31,"41.96056711, 45.00296926",1,Male,Adult,"Tick Drag; Forest edge, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0029690000001,41.9605670000001
319218,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,DRW,USAMRD-G,211102-1247.03,Tick 21-06 73,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1247,Georgia, , ,Tbilisi; Zurabebi,,11/2/2021 12:00:00 AM,45.002969,41.960567,31,"41.96056711, 45.00296926",1,Female,Adult,"Tick Drag; Forest edge, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,45.0029690000001,41.9605670000001
319219,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,KG",USAMRD-G,211102-1318.01,Tick 21-06 74,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor marginatus,marginatus,DRW, ,11/2/2021,1318,Georgia, , ,Tianeti; Khevsurtsopeli,,11/2/2021 12:00:00 AM,44.939085,41.979916,31,"41.97991563, 44.93908536",1,Male,Adult,"Tick Drag; Animal shelter, Forest edge",HoldingyardCoop; Vegetation,Dragging, , , , , , ,0, , , ,2021,44.939085,41.9799160000001
319220,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,KG",USAMRD-G,211102-1318.02,Tick 21-06 75,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1318,Georgia, , ,Tianeti; Khevsurtsopeli,,11/2/2021 12:00:00 AM,44.939085,41.979916,31,"41.97991563, 44.93908536",2,Male,Adult,"Tick Drag; Animal shelter, Forest edge",HoldingyardCoop; Vegetation,Dragging, , , , , , ,0, , , ,2021,44.939085,41.9799160000001
319221,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,KG",USAMRD-G,211102-1318.03,Tick 21-06 76,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1318,Georgia, , ,Tianeti; Khevsurtsopeli,,11/2/2021 12:00:00 AM,44.939085,41.979916,31,"41.97991563, 44.93908536",1,Female,Adult,"Tick Drag; Animal shelter, Forest edge",HoldingyardCoop; Vegetation,Dragging, , , , , , ,0, , , ,2021,44.939085,41.9799160000001
319222,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,"GK,KG",USAMRD-G,211102-1318.04,Tick 21-06 77,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis punctata,punctata,DRW, ,11/2/2021,1318,Georgia, , ,Tianeti; Khevsurtsopeli,,11/2/2021 12:00:00 AM,44.939085,41.979916,31,"41.97991563, 44.93908536",1,Male,Adult,"Tick Drag; Animal shelter, Forest edge",HoldingyardCoop; Vegetation,Dragging, , , , , , ,0, , , ,2021,44.939085,41.9799160000001
319223,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1348,Tick 21-06 78,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1348,Georgia, , ,Tbilisi; Sabaduri forest,,11/2/2021 12:00:00 AM,44.923243,41.9187,31,"41.91870022, 44.92324255",1,Female,Adult,Tick Drag, ,Dragging, , , , , , ,0, , , ,2021,44.9232430000001,41.9187000000001
319224,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1433.01,Tick 21-06 79,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1433,Georgia, , ,Tbilisi; Tskhvarichamia,,11/2/2021 12:00:00 AM,44.910499,41.872431,31,"41.87243072, 44.91049902",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.9104990000001,41.8724310000001
319225,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1433.02,Tick 21-06 80,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1433,Georgia, , ,Tbilisi; Tskhvarichamia,,11/2/2021 12:00:00 AM,44.910499,41.872431,31,"41.87243072, 44.91049902",5,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.9104990000001,41.8724310000001
319226,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1433.03,Tick 21-06 81,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1433,Georgia, , ,Tbilisi; Tskhvarichamia,,11/2/2021 12:00:00 AM,44.910499,41.872431,31,"41.87243072, 44.91049902",1,Male,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.9104990000001,41.8724310000001
319227,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1433.04,Tick 21-07 1,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Ixodes,Ixodes ricinus,ricinus,DRW, ,11/2/2021,1433,Georgia, , ,Tbilisi; Tskhvarichamia,,11/2/2021 12:00:00 AM,44.910499,41.872431,31,"41.87243072, 44.91049902",2,Female,Adult,"Tick Drag; Field - Unmowed, Forest edge",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.9104990000001,41.8724310000001
319228,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1524.01,Tick 21-07 2,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Dermacentor,Dermacentor reticulatus,reticulatus,DRW, ,11/2/2021,1524,Georgia, , ,Tbilisi; Norio,,11/2/2021 12:00:00 AM,44.94237,41.786518,31,"41.78651765, 44.94237038",1,Male,Adult,"Tick Drag; Field - Mowed, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.94237,41.7865180000001
319229,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1524.02,Tick 21-07 3,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1524,Georgia, , ,Tbilisi; Norio,,11/2/2021 12:00:00 AM,44.94237,41.786518,31,"41.78651765, 44.94237038",1,Female,Adult,"Tick Drag; Field - Mowed, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.94237,41.7865180000001
319230,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil,GK,USAMRD-G,211102-1524.03,Tick 21-07 4,Human observation,GEIS ProMIS ID P0008_21_GA,Ixodidae,Haemaphysalis,Haemaphysalis inermis,inermis,DRW, ,11/2/2021,1524,Georgia, , ,Tbilisi; Norio,,11/2/2021 12:00:00 AM,44.94237,41.786518,31,"41.78651765, 44.94237038",1,Female,Adult,"Tick Drag; Field - Mowed, Field - Unmowed",Vegetation,Dragging, , , , , , ,0, , , ,2021,44.94237,41.7865180000001
319231,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.01, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,Female,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
319232,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.02, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",2,Male,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
319233,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190529 1546.03, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,29-May-19,1546,Georgia,Kakheti,Sagarejo,Sagarejo,5/29/2019 12:00:00 AM,5/29/2019 12:00:00 AM,45.184938,41.725983,3774,"41.7259829728053, 45.1849383115768",1,Female,Adult,"along road, near tire pile. Tall grasses along the dirt path and around the trees. Streem nearby; temperature 20.5*; humidity60*; Field - Unmowed",Vegetation,Dragging, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.184938,41.725983
319234,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190531 1215.01, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,31-May-19,1215,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,31,"41.751328, 45.008319",2,Female,Adult,"Site Trap # 11;  Dry Ice,  BG Sentinel Lure;  No Light; puppies near the kitchen; temperature 23.5*; humidity57*; Urban, Village or Military Base Housing", ,Attached or crawling on animal, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.0083190000001,41.7513280000001
319235,USAMRD-G,drew.d.reinboldwasson.mil@mail.mil, ,USAMRD-G,190531 1215.02, ,Human observation,GEIS P0031_19_GA_06.01 - VBD-Tick,Ixodidae,Rhipicephalus,Rhipicephalus turanicus,turanicus,bk tc,Morphology,31-May-19,1215,Georgia,Kvemo Kartli,Gardabani,Norio Training Area,5/31/2019 12:00:00 AM,5/31/2019 12:00:00 AM,45.008319,41.751328,31,"41.751328, 45.008319",2,Male,Adult,"Site Trap # 11;  Dry Ice,  BG Sentinel Lure;  No Light; puppies near the kitchen; temperature 23.5*; humidity57*; Urban, Village or Military Base Housing", ,Attached or crawling on animal, , , , , ,TBEV; Rickettsia spp,0, , , ,2019,45.0083190000001,41.7513280000001
